Replicate,N,LEN,PHI,delta,Pcap,Pstay,delta_lower,delta_med,delta_upper,phi_lower,phi_med,phi_upper,R_hat_delta,R_hat_phi,MCMCiter,Burn_in,N_thin,N_sample,model
169,500,500,0.4,191.3241728,0.24,0.66,201.457,367.119,655.116,0.371041,0.535388,0.824902,1.05349119,1.050735164,35000,5000,20,1500,disp_obs
170,500,500,0.4,114.5477716,0.332,0.804,90.4869,115.93,145.976,0.374392,0.4322055,0.495167,1.005081289,1.001217483,15000,5000,20,500,disp_obs
171,500,500,0.4,76.51114266,0.344,0.84,64.2512,78.5836,94.4206,0.361203,0.410813,0.459852,1.006946012,0.999948138,15000,5000,20,500,disp_obs
172,500,500,0.4,93.73157148,0.314,0.798,73.8764,91.4378,112.553,0.33137,0.385633,0.437899,1.008379045,1.001554367,15000,5000,20,500,disp_obs
173,500,500,0.4,292.1199077,0.208,0.56,160.268,273.5585,476.74,0.272108,0.3883945,0.565441,1.042405775,1.052694896,35000,5000,20,1500,disp_obs
174,500,500,0.4,182.8951491,0.272,0.682,134.071,204.7155,331.827,0.341916,0.439577,0.580099,1.051256893,1.046691494,35000,5000,20,1500,disp_obs
175,500,500,0.4,217.6474455,0.248,0.642,112.88,173.0365,258.58,0.301559,0.370711,0.47705,1.048523542,1.036818782,15000,5000,20,500,disp_obs
176,500,500,0.4,65.61059968,0.38,0.888,53.0588,62.4476,73.6427,0.380195,0.4297285,0.4766,1.000424702,1.001880119,15000,5000,20,500,disp_obs
177,500,500,0.4,295.9987133,0.196,0.512,238.419,435.758,612.37,0.316046,0.4823825,0.65025,1.022482769,1.0175658,25000,5000,20,1000,disp_obs
178,500,500,0.4,125.4641356,0.296,0.726,142.011,199.444,287.861,0.391021,0.4747055,0.600321,1.058147197,1.050292968,15000,5000,20,500,disp_obs
179,500,500,0.4,294.2142632,0.218,0.518,173.931,272.5025,417.752,0.295019,0.4066025,0.539126,1.047282239,1.041990842,25000,5000,20,1000,disp_obs
180,500,500,0.4,197.4117914,0.24,0.608,174,295.8175,573.781,0.333097,0.469078,0.74253,1.033152599,1.035535937,55000,5000,20,2500,disp_obs
181,500,500,0.4,55.50308135,0.366,0.888,53.718,63.0552,75.4747,0.372107,0.420304,0.468585,1.004600031,1.000371768,15000,5000,20,500,disp_obs
182,500,500,0.4,160.9882369,0.294,0.704,106.644,138.1695,181.768,0.340658,0.403959,0.472971,1.031728786,1.011688796,25000,5000,20,1000,disp_obs
183,500,500,0.4,16.03372409,0.398,0.966,12.4128,14.4571,16.581,0.3652,0.408838,0.452405,0.999579574,0.999595793,15000,5000,20,500,disp_obs
184,500,500,0.4,199.5727059,0.228,0.59,170.494,285.1325,465.405,0.30347,0.436355,0.603837,1.049843993,1.098998697,35000,5000,20,1500,disp_obs
185,500,500,0.4,21.65229696,0.352,0.966,20.1539,23.41775,27.3797,0.330487,0.3708485,0.414462,1.00028077,1.000582267,15000,5000,20,500,disp_obs
186,500,500,0.4,26.06552504,0.414,0.952,22.5663,26.00245,30.2786,0.392344,0.433373,0.479462,1.000647126,1.003018236,15000,5000,20,500,disp_obs
187,500,500,0.4,200.0889751,0.258,0.628,118.7,159.4375,209.758,0.318971,0.380391,0.456544,1.018990157,1.009210727,15000,5000,20,500,disp_obs
188,500,500,0.4,121.4806327,0.266,0.758,97.9681,133.5265,173.81,0.298762,0.3597225,0.419692,1.004791174,1.003611279,15000,5000,20,500,disp_obs
189,500,500,0.4,177.3935985,0.236,0.68,112.972,164.2475,250.071,0.272125,0.345831,0.434639,1.021091509,1.009050182,15000,5000,20,500,disp_obs
190,500,500,0.4,189.290642,0.246,0.62,134.012,210.632,309.027,0.310187,0.39578,0.510203,1.095172497,1.05590664,15000,5000,20,500,disp_obs
191,500,500,0.4,247.5872826,0.228,0.57,145.774,244.1135,406.954,0.292532,0.401678,0.558696,1.078113407,1.099922526,75000,5000,20,3500,disp_obs
192,500,500,0.4,25.57301905,0.388,0.944,24.6762,28.67015,33.1087,0.371694,0.4141655,0.460354,1.003422766,1.002339633,15000,5000,20,500,disp_obs
193,500,500,0.4,48.21996015,0.34,0.922,41.7542,49.92505,58.757,0.330297,0.3747555,0.419435,1.003604479,1.001192318,15000,5000,20,500,disp_obs
194,500,500,0.4,123.5401068,0.336,0.77,96.1207,128.1515,160.822,0.39017,0.4519985,0.51881,1.043790755,1.019796447,15000,5000,20,500,disp_obs
195,500,500,0.4,236.2459113,0.266,0.562,160.699,246.8285,410.309,0.363385,0.4716325,0.658645,1.075052201,1.084973821,15000,5000,20,500,disp_obs
196,500,500,0.4,268.3257307,0.212,0.552,190.283,337.1355,693.604,0.309995,0.4494845,0.764101,1.072299527,1.064511835,35000,5000,20,1500,disp_obs
197,500,500,0.4,299.8868388,0.186,0.506,148.565,250.2405,390.787,0.238471,0.328891,0.449699,1.016677837,1.01296012,35000,5000,20,1500,disp_obs
198,500,500,0.4,155.7672991,0.32,0.72,127.885,162.345,210.673,0.399476,0.4672665,0.539619,1.013082889,1.004150598,15000,5000,20,500,disp_obs
199,500,500,0.4,200.1516169,0.24,0.636,178.142,317.318,569.127,0.340603,0.491222,0.736005,1.099026085,1.097608252,35000,5000,20,1500,disp_obs
200,500,500,0.4,200.3285151,0.244,0.642,142.225,197.4485,266.439,0.311856,0.38778,0.475798,1.055705821,1.020155867,15000,5000,20,500,disp_obs
201,1000,500,0.4,200.8788626,0.256,0.651,135.263,169.8955,208.143,0.326773,0.3769505,0.428915,1.061068173,1.035163928,15000,5000,20,500,disp_obs
202,1000,500,0.4,275.8534752,0.195,0.52,155.01,221.5725,311.929,0.261956,0.32724,0.397899,1.049378342,1.041564766,15000,5000,20,500,disp_obs
203,1000,500,0.4,274.6546877,0.231,0.567,173.711,253.2445,344.69,0.338313,0.4102715,0.507731,1.040031665,1.028342181,15000,5000,20,500,disp_obs
204,1000,500,0.4,190.7403711,0.257,0.63,155.418,201.8395,249.197,0.346449,0.404687,0.463388,1.005227026,1.000781921,15000,5000,20,500,disp_obs
205,1000,500,0.4,74.42784559,0.351,0.872,69.2627,79.5926,91.574,0.380534,0.415901,0.453668,1.013646711,1.003467451,15000,5000,20,500,disp_obs
206,1000,500,0.4,15.79721923,0.38,0.955,13.7178,15.10455,16.8304,0.364525,0.3949105,0.42727,0.999995066,0.999969042,15000,5000,20,500,disp_obs
207,1000,500,0.4,186.0959666,0.269,0.644,145.643,182.117,243.724,0.353152,0.4094865,0.47889,1.011835787,1.006440602,15000,5000,20,500,disp_obs
208,1000,500,0.4,67.3346888,0.332,0.858,58.1272,66.26235,76.0824,0.349197,0.3833845,0.415499,1.000522645,1.000434526,15000,5000,20,500,disp_obs
209,1000,500,0.4,195.8874907,0.243,0.641,127.814,158.2125,198.648,0.304574,0.3504765,0.4014,1.026188844,1.009438375,15000,5000,20,500,disp_obs
210,1000,500,0.4,214.2862015,0.253,0.605,169.705,222.8465,301.555,0.356587,0.4228795,0.505379,1.044762482,1.031973107,25000,5000,20,1000,disp_obs
211,1000,500,0.4,24.41032032,0.387,0.952,19.9689,22.22165,24.5578,0.375578,0.4052285,0.439482,1.008577967,0.999621577,15000,5000,20,500,disp_obs
212,1000,500,0.4,157.3902213,0.257,0.67,140.616,174.948,225.316,0.338544,0.3897845,0.451042,1.076994103,1.035474386,25000,5000,20,1000,disp_obs
213,1000,500,0.4,166.6563618,0.294,0.689,147.435,180.1195,220.546,0.393621,0.443913,0.503853,1.055917762,1.031022725,15000,5000,20,500,disp_obs
214,1000,500,0.4,127.8605809,0.318,0.747,100.064,116.4165,137.961,0.370625,0.4142285,0.451945,1.007675716,0.99951633,15000,5000,20,500,disp_obs
215,1000,500,0.4,247.6094763,0.231,0.586,230.447,337.3,461.469,0.380221,0.4836095,0.609262,1.063177709,1.056534929,25000,5000,20,1000,disp_obs
216,1000,500,0.4,177.4339762,0.267,0.663,143.526,183.79,227.505,0.354374,0.4100375,0.468651,1.017792817,1.011465444,15000,5000,20,500,disp_obs
217,1000,500,0.4,142.0253147,0.293,0.738,96.6607,116.792,137.681,0.344111,0.383302,0.424454,1.016070093,1.00461932,15000,5000,20,500,disp_obs
218,1000,500,0.4,177.2131255,0.267,0.647,139.002,172.4375,214.221,0.346479,0.3983035,0.457892,1.010585654,1.012217111,15000,5000,20,500,disp_obs
219,1000,500,0.4,139.9351369,0.28,0.701,108.299,135.041,156.854,0.342964,0.382802,0.431725,1.008789905,1.003590857,15000,5000,20,500,disp_obs
220,1000,500,0.4,37.94143701,0.371,0.918,34.6879,38.7573,43.5544,0.374233,0.4045245,0.438576,1.007544929,1.00106368,15000,5000,20,500,disp_obs
221,1000,500,0.4,32.85045216,0.358,0.943,27.8348,31.2046,34.8598,0.351995,0.3822315,0.414354,1.003750011,1.000890688,15000,5000,20,500,disp_obs
222,1000,500,0.4,263.2351038,0.242,0.572,192.259,266.6885,389.927,0.352539,0.4424945,0.559948,1.072023528,1.062416532,45000,5000,20,2000,disp_obs
223,1000,500,0.4,125.2305514,0.322,0.776,106.638,127.06,150.864,0.386796,0.4290465,0.47361,1.011095113,1.000632659,15000,5000,20,500,disp_obs
224,1000,500,0.4,287.6909969,0.223,0.537,213.669,304.789,428.261,0.344526,0.438596,0.564118,1.093701838,1.076606862,25000,5000,20,1000,disp_obs
225,1000,500,0.4,216.7326399,0.243,0.615,177.592,236.0485,295.223,0.347585,0.416593,0.4877,1.044977691,1.034767121,15000,5000,20,500,disp_obs
226,1000,500,0.4,236.4899591,0.24,0.568,199.637,282.3515,438.414,0.359228,0.455549,0.60249,1.072981715,1.096811689,125000,5000,20,6000,disp_obs
227,1000,500,0.4,203.7927863,0.248,0.62,150.741,191.1655,240.281,0.325778,0.383763,0.435436,1.024339502,1.007943342,15000,5000,20,500,disp_obs
228,1000,500,0.4,224.177727,0.229,0.579,191.973,290.983,469.392,0.340442,0.441468,0.607432,1.046244443,1.060457436,65000,5000,20,3000,disp_obs
229,1000,500,0.4,225.3823101,0.264,0.632,180.512,240.851,309.189,0.383685,0.457361,0.538741,1.043483197,1.030901898,15000,5000,20,500,disp_obs
230,1000,500,0.4,122.4842499,0.32,0.759,110.764,130.909,152.438,0.392339,0.4313255,0.47654,1.003944464,1.00413404,15000,5000,20,500,disp_obs
231,1000,500,0.4,77.485291,0.327,0.832,64.1655,73.622,84.6784,0.356621,0.3891065,0.427145,1.011162018,1.006956692,15000,5000,20,500,disp_obs
232,1000,500,0.4,202.6881013,0.265,0.629,199.868,271.8925,365.367,0.401652,0.489835,0.592696,1.07150976,1.067489177,35000,5000,20,1500,disp_obs
233,1000,500,0.4,239.2042964,0.229,0.605,152.089,199.5585,265.737,0.308287,0.363088,0.433778,1.07617066,1.053588795,35000,5000,20,1500,disp_obs
234,1000,500,0.4,50.15202319,0.348,0.894,42.7369,48.0269,53.501,0.352192,0.3840015,0.415293,1.001987434,1.000132354,15000,5000,20,500,disp_obs
235,1000,500,0.4,130.7395439,0.294,0.718,101.01,121.9565,144.749,0.350222,0.3908135,0.43699,1.00010787,1.002447702,15000,5000,20,500,disp_obs
236,1000,500,0.4,76.27393111,0.341,0.852,77.7549,87.84665,102.074,0.37883,0.4131685,0.451912,1.011084393,1.006562064,15000,5000,20,500,disp_obs
237,1000,500,0.4,152.1577191,0.291,0.685,109.88,133.102,156.727,0.35089,0.3942085,0.440658,1.080190742,1.042369802,15000,5000,20,500,disp_obs
238,1000,500,0.4,168.1793533,0.284,0.688,154.161,198.7115,271.971,0.382384,0.449622,0.533563,1.071849265,1.049149099,15000,5000,20,500,disp_obs
239,1000,500,0.4,179.4736136,0.271,0.679,143.624,190.035,241.916,0.362166,0.418612,0.486415,1.029416176,1.01901828,25000,5000,20,1000,disp_obs
240,1000,500,0.4,129.2906128,0.301,0.746,104.055,121.324,143.139,0.355888,0.394437,0.436995,1.00361116,1.000171048,15000,5000,20,500,disp_obs
241,1000,500,0.4,168.4990892,0.244,0.665,138.563,177.8795,230.881,0.314901,0.36789,0.429135,1.051500571,1.027818114,25000,5000,20,1000,disp_obs
242,1000,500,0.4,226.8861741,0.219,0.598,134.589,177.394,238.636,0.279906,0.33074,0.392668,1.052350597,1.023552271,15000,5000,20,500,disp_obs
243,1000,500,0.4,170.182991,0.27,0.667,119.581,150.3425,186.248,0.332218,0.381851,0.42964,1.041008173,1.017118636,15000,5000,20,500,disp_obs
244,1000,500,0.4,43.15828707,0.395,0.909,36.6504,41.11105,45.5184,0.398768,0.431611,0.461823,1.001180486,0.999965746,15000,5000,20,500,disp_obs
245,1000,500,0.4,90.27664277,0.328,0.804,78.2377,92.0069,105.481,0.366762,0.4034705,0.440207,1.008419535,1.00027606,15000,5000,20,500,disp_obs
246,1000,500,0.4,174.5661401,0.268,0.642,147.505,189.239,234.821,0.357611,0.4158245,0.476266,1.03661787,1.016891933,25000,5000,20,1000,disp_obs
247,1000,500,0.4,78.97516725,0.32,0.835,63.0251,71.27725,83.4805,0.339819,0.37337,0.406763,1.019119201,1.000805593,15000,5000,20,500,disp_obs
248,1000,500,0.4,232.8460158,0.244,0.591,241.875,371.187,537.435,0.410831,0.541225,0.709608,1.064664185,1.062386715,75000,5000,20,3500,disp_obs
249,1000,500,0.4,206.407817,0.233,0.624,181.815,257.6035,373.56,0.339107,0.4191915,0.535945,1.051967376,1.044596496,35000,5000,20,1500,disp_obs
250,1000,500,0.4,270.9864258,0.228,0.56,198.857,307.6235,492.303,0.34176,0.4505145,0.61614,1.046211683,1.074580962,85000,5000,20,4000,disp_obs
251,1000,500,0.4,60.41982362,0.369,0.882,56.6048,64.41225,72.2163,0.387187,0.423214,0.45542,1.000918107,1.000078116,15000,5000,20,500,disp_obs
252,1000,500,0.4,118.8545768,0.323,0.747,99.4277,117.486,136.96,0.37689,0.42185,0.462859,1.024083871,1.010075614,15000,5000,20,500,disp_obs
253,1000,500,0.4,40.60958554,0.381,0.924,38.0577,42.1836,47.8257,0.386711,0.4167955,0.452271,1.003405764,0.999770045,15000,5000,20,500,disp_obs
254,1000,500,0.4,12.19785334,0.406,0.972,11.611,12.82905,14.1773,0.386894,0.4169005,0.44763,1.000442684,1.00099289,15000,5000,20,500,disp_obs
255,1000,500,0.4,73.57377855,0.329,0.847,65.5489,75.39495,86.0867,0.352109,0.3901945,0.423852,1.005415288,1.003545572,15000,5000,20,500,disp_obs
256,1000,500,0.4,196.506838,0.243,0.639,148.076,196.578,256.783,0.325774,0.383799,0.452475,1.072614235,1.035492999,25000,5000,20,1000,disp_obs
257,1000,500,0.4,169.2977521,0.285,0.677,132.307,162.133,194.649,0.364622,0.416544,0.467344,1.083966783,1.024759148,15000,5000,20,500,disp_obs
258,1000,500,0.4,256.2079255,0.201,0.539,251.34,372.942,547.138,0.346208,0.4473755,0.599889,1.025303039,1.029886605,65000,5000,20,3000,disp_obs
259,1000,500,0.4,191.7832518,0.247,0.657,142.573,179.533,231.914,0.318992,0.374217,0.432472,1.052822047,1.034312777,15000,5000,20,500,disp_obs
260,1000,500,0.4,280.1190324,0.215,0.547,278.2,520.6025,849.714,0.391047,0.602801,0.904126,1.067758449,1.067439829,45000,5000,20,2000,disp_obs
261,1000,500,0.4,52.02385416,0.354,0.893,47.2608,53.34805,59.982,0.367109,0.4005395,0.435596,0.999100546,1.001088001,15000,5000,20,500,disp_obs
262,1000,500,0.4,241.5666838,0.207,0.542,183.358,255.451,346.601,0.300379,0.3723795,0.458103,1.053362722,1.042458956,35000,5000,20,1500,disp_obs
263,1000,500,0.4,258.1160922,0.223,0.57,152.703,205.712,272.727,0.29693,0.35623,0.428929,1.037450869,1.024216246,25000,5000,20,1000,disp_obs
264,1000,500,0.4,115.7880987,0.294,0.77,98.9966,116.393,138.135,0.345343,0.381003,0.421941,1.020787565,1.007376398,15000,5000,20,500,disp_obs
265,1000,500,0.4,81.59705642,0.337,0.839,72.1704,81.98715,93.7294,0.365948,0.4013285,0.438498,1.000422245,1.003870898,15000,5000,20,500,disp_obs
266,1000,500,0.4,252.0140196,0.243,0.59,164.564,218.2815,280.366,0.336445,0.4022095,0.471352,1.041770883,1.031680744,25000,5000,20,1000,disp_obs
267,1000,500,0.4,137.420459,0.285,0.716,113.854,141.366,168.476,0.350604,0.395115,0.442052,1.000784527,0.999769351,15000,5000,20,500,disp_obs
268,1000,500,0.4,38.63095922,0.386,0.926,35.7786,40.0805,44.5087,0.386119,0.4163605,0.452059,1.003008888,1.000287089,15000,5000,20,500,disp_obs
269,1000,500,0.4,72.61094725,0.344,0.867,67.948,78.00785,88.223,0.37251,0.408034,0.441782,1.000572601,1.000143342,15000,5000,20,500,disp_obs
270,1000,500,0.4,105.5785291,0.322,0.774,90.4569,105.117,122.667,0.370585,0.410616,0.449891,1.001262835,1.00424419,15000,5000,20,500,disp_obs
271,1000,500,0.4,148.0550575,0.296,0.718,143.202,178.9685,229.324,0.396013,0.451586,0.517608,1.079707744,1.044451193,25000,5000,20,1000,disp_obs
272,1000,500,0.4,102.5802727,0.315,0.765,73.228,84.03575,97.761,0.341622,0.3767935,0.41557,1.0174488,1.000642965,15000,5000,20,500,disp_obs
273,1000,500,0.4,68.97368378,0.367,0.861,61.5142,70.48885,79.0799,0.394076,0.429081,0.461621,0.999711528,1.000463765,15000,5000,20,500,disp_obs
274,1000,500,0.4,271.2971488,0.219,0.531,208.001,300.404,455.354,0.333799,0.429393,0.569699,1.079426563,1.081494382,45000,5000,20,2000,disp_obs
275,1000,500,0.4,264.8750363,0.216,0.538,162.782,229.757,348.394,0.297145,0.3645725,0.459786,1.038321275,1.022251927,15000,5000,20,500,disp_obs
276,1000,500,0.4,297.5355723,0.212,0.512,219.643,343.2875,556.311,0.334261,0.449517,0.634416,1.070382405,1.079564998,85000,5000,20,4000,disp_obs
277,1000,500,0.4,37.39614487,0.377,0.929,31.712,35.79755,39.5237,0.370839,0.4049665,0.435527,1.001976443,1.00105628,15000,5000,20,500,disp_obs
278,1000,500,0.4,296.2059456,0.195,0.524,182.609,264.825,388.811,0.278138,0.35486,0.457219,1.056948539,1.043935875,35000,5000,20,1500,disp_obs
279,1000,500,0.4,196.1850972,0.244,0.635,157.82,207.4885,278.794,0.326547,0.3942825,0.465382,1.089904317,1.052163393,15000,5000,20,500,disp_obs
280,1000,500,0.4,87.4039075,0.325,0.808,69.8102,79.89095,92.0146,0.35552,0.391081,0.427065,1.015931275,1.00373052,15000,5000,20,500,disp_obs
281,1000,500,0.4,274.3939417,0.2,0.54,204.179,321.2795,501.395,0.307059,0.4085375,0.557642,1.021410953,1.017431627,55000,5000,20,2500,disp_obs
282,1000,500,0.4,194.0965638,0.238,0.631,136.601,176.167,218.015,0.306903,0.3582735,0.41406,1.043848669,1.025876644,15000,5000,20,500,disp_obs
283,1000,500,0.4,187.3807841,0.267,0.671,153.411,192.9825,255.628,0.357092,0.418701,0.491306,1.029641453,1.016917648,25000,5000,20,1000,disp_obs
284,1000,500,0.4,139.9155817,0.271,0.704,102.094,125.974,148.653,0.320911,0.3609845,0.403711,1.021383823,1.005812262,15000,5000,20,500,disp_obs
285,1000,500,0.4,165.5653253,0.273,0.698,152.019,195.84,242.259,0.366987,0.4289915,0.492256,1.046572579,1.026514986,15000,5000,20,500,disp_obs
286,1000,500,0.4,66.50900802,0.332,0.86,58.6321,66.57565,76.7124,0.349573,0.386813,0.418414,1.000885568,1.002327782,15000,5000,20,500,disp_obs
287,1000,500,0.4,124.6730072,0.307,0.745,85.4563,99.9369,116.28,0.348232,0.383929,0.421696,1.01010454,1.001242318,15000,5000,20,500,disp_obs
288,1000,500,0.4,236.9122637,0.244,0.599,194.799,286.4275,394.76,0.373318,0.4645195,0.584496,1.062609867,1.040610386,25000,5000,20,1000,disp_obs
289,1000,500,0.4,167.0002003,0.282,0.672,154.75,204.318,273.712,0.386479,0.452169,0.535024,1.051525388,1.024027698,25000,5000,20,1000,disp_obs
290,1000,500,0.4,35.19147206,0.379,0.929,34.8087,39.24755,43.655,0.382617,0.412064,0.445,0.999431534,0.99969482,15000,5000,20,500,disp_obs
291,1000,500,0.4,297.786946,0.22,0.522,359.155,485.3075,630.392,0.463968,0.580796,0.732743,1.015217793,1.029827283,15000,5000,20,500,disp_obs
292,1000,500,0.4,226.6754777,0.233,0.597,167.876,224.557,299.678,0.324227,0.387123,0.468355,1.031804129,1.019372987,25000,5000,20,1000,disp_obs
293,1000,500,0.4,181.8653959,0.258,0.657,164.47,212.8445,273.824,0.357316,0.420548,0.501448,1.079714552,1.058136553,15000,5000,20,500,disp_obs
294,1000,500,0.4,50.79458382,0.376,0.904,45.8153,51.58835,57.9671,0.382794,0.416019,0.449976,0.999784172,1.000218931,15000,5000,20,500,disp_obs
295,1000,500,0.4,255.2136213,0.194,0.534,195.54,295.851,451.75,0.292172,0.3786625,0.510275,1.097356167,1.07957498,35000,5000,20,1500,disp_obs
296,1000,500,0.4,16.42253596,0.403,0.969,13.8283,15.2679,16.8015,0.387411,0.416346,0.44788,1.002415517,1.000434609,15000,5000,20,500,disp_obs
297,1000,500,0.4,235.4422745,0.233,0.574,170.665,229.41,307.807,0.318427,0.3939475,0.470819,1.076717408,1.045686802,25000,5000,20,1000,disp_obs
298,1000,500,0.4,50.9074044,0.34,0.892,47.7254,53.978,61.1992,0.352193,0.383266,0.418419,1.000047274,1.000082523,15000,5000,20,500,disp_obs
299,1000,500,0.4,192.3587639,0.26,0.631,139.169,173.249,213.299,0.337219,0.386255,0.440966,1.04997749,1.030935556,15000,5000,20,500,disp_obs
300,1000,500,0.4,284.0733785,0.209,0.514,208.343,339.8605,490.906,0.330213,0.4410345,0.580358,1.084237632,1.064371081,35000,5000,20,1500,disp_obs
301,100,1000,0.4,270.2653007,0.36,0.84,229.771,442.2265,912.249,0.402395,0.6019265,0.926517,1.064303953,1.067202604,35000,5000,20,1500,disp_obs
302,100,1000,0.4,196.37547,0.19,0.72,114.105,241.6455,544.002,0.153312,0.263988,0.411902,1.018038501,1.003986772,25000,5000,20,1000,disp_obs
303,100,1000,0.4,282.2344416,0.28,0.72,147.042,350.2775,966.576,0.256003,0.4391135,0.780805,1.068388446,1.088349485,75000,5000,20,3500,disp_obs
304,100,1000,0.4,238.6356616,0.24,0.84,136.133,238.0365,380.025,0.208153,0.3091595,0.445894,1.016971724,1.001793102,15000,5000,20,500,disp_obs
305,100,1000,0.4,265.4968577,0.35,0.78,139.004,267.0235,473.312,0.340721,0.491059,0.67303,1.053543627,1.028861594,25000,5000,20,1000,disp_obs
306,100,1000,0.4,152.1660611,0.4,0.93,93.307,135.8465,201.099,0.355806,0.4584305,0.566761,1.031443148,1.006383059,15000,5000,20,500,disp_obs
307,100,1000,0.4,272.3537763,0.26,0.7,126.825,289.48,691.271,0.2024,0.364482,0.587502,1.048963859,1.077997094,45000,5000,20,2000,disp_obs
308,100,1000,0.4,106.5817719,0.41,0.93,63.8662,99.62455,138.916,0.355189,0.4547785,0.562273,1.006555921,1.001751367,15000,5000,20,500,disp_obs
309,100,1000,0.4,76.28700734,0.38,0.94,71.113,105.388,152.781,0.319813,0.4219685,0.531551,1.003406851,0.999273076,15000,5000,20,500,disp_obs
310,100,1000,0.4,157.8115654,0.29,0.89,102.114,183.528,375.212,0.243985,0.3624355,0.50722,1.029588962,1.013150047,25000,5000,20,1000,disp_obs
311,100,1000,0.4,49.08783562,0.36,0.95,33.0028,45.86835,64.0607,0.28353,0.377484,0.473967,1.000932906,0.999789328,15000,5000,20,500,disp_obs
312,100,1000,0.4,235.8945374,0.34,0.74,118.639,198.4555,312.109,0.318534,0.432532,0.567387,1.062787785,1.012749447,15000,5000,20,500,disp_obs
313,100,1000,0.4,60.63892971,0.26,0.95,43.5534,68.6936,103.346,0.202085,0.283482,0.380088,1.001609484,1.002628103,15000,5000,20,500,disp_obs
314,100,1000,0.4,231.0717687,0.28,0.75,105.435,178.0595,306.119,0.234195,0.344102,0.46094,1.032145053,1.002339242,15000,5000,20,500,disp_obs
315,100,1000,0.4,158.1864763,0.35,0.85,100.032,160.3175,246.456,0.317319,0.4320595,0.555662,1.006211103,1.001004242,15000,5000,20,500,disp_obs
316,100,1000,0.4,90.29304265,0.41,0.89,67.5952,101.5755,142.423,0.360845,0.466507,0.57154,1.007631784,1.002944585,15000,5000,20,500,disp_obs
317,100,1000,0.4,299.095292,0.3,0.76,146.342,266.5225,446.318,0.265391,0.41072,0.560134,1.085261731,1.026028866,15000,5000,20,500,disp_obs
